UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,CARRIER_GROUP,CLASS
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
07Q,Flair Airlines Ltd.,I,0,F
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2,L
